# variable: Momentary Wind Speed at 10m
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |    32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         0 |  3.30 |  4.39 |  4.23 |  1.77 |  3.77 |  0.74 |  2.21 |  2.04 |  4.80 |  3.34 |  1.19 |  2.92 |  5.29 |  2.28 |  3.29 |  3.20 |  3.10 |  3.33 |  5.02 |  2.82 |  3.27 |  2.65 |  1.73 |  2.34 |  2.39 |  5.37 |  3.66 |  1.60 |  2.29 |  3.82 |  2.74 |  3.29 |  3.36 |  3.11 |  3.20 |  3.71 |  2.89 |  4.55 |  4.39 |  4.30 |
|         1 |  3.52 |  4.22 |  3.84 |  2.85 |  3.85 |  2.34 |  3.09 |  2.29 |  5.23 |  3.36 |  1.51 |  3.03 |  5.17 |  3.28 |  3.33 |  4.27 |  3.49 |  4.08 |  5.42 |  2.08 |  3.85 |  3.23 |  1.77 |  3.51 |  1.85 |  6.16 |  3.37 |  1.87 |  3.69 |  4.48 |  2.90 |  2.70 |  3.99 |  3.23 |  3.31 |  4.75 |  3.01 |  4.26 |  4.39 |  5.43 |
|         2 |  2.96 |  4.19 |  2.90 |  3.42 |  4.32 |  2.94 |  3.77 |  2.86 |  4.68 |  3.73 |  1.79 |  3.05 |  4.79 |  3.87 |  2.71 |  3.98 |  4.30 |  4.33 |  4.74 |  1.96 |  3.93 |  3.68 |  0.69 |  3.97 |  2.74 |  6.12 |  3.61 |  2.58 |  3.55 |  4.25 |  3.63 |  2.30 |  4.19 |  3.22 |  3.07 |  4.51 |  2.99 |  3.92 |  4.98 |  5.51 |
|         3 |  3.00 |  3.83 |  2.83 |  4.00 |  4.27 |  2.97 |  3.88 |  3.02 |  4.41 |  4.09 |  2.45 |  3.15 |  4.69 |  3.80 |  2.93 |  4.01 |  4.27 |  4.15 |  4.75 |  2.65 |  4.40 |  4.05 |  3.07 |  4.02 |  3.77 |  5.69 |  3.79 |  4.02 |  3.74 |  4.24 |  3.79 |  3.25 |  4.06 |  3.39 |  3.19 |  4.78 |  3.27 |  3.80 |  4.92 |  5.17 |
|         4 |  1.91 |  2.86 |  1.94 |  3.22 |  3.64 |  2.92 |  2.54 |  2.41 |  3.54 |  2.59 |  2.53 |  2.01 |  3.84 |  3.04 |  2.29 |  2.93 |  3.09 |  3.19 |  4.13 |  2.36 |  3.23 |  3.36 |  2.86 |  3.41 |  2.74 |  4.58 |  3.40 |  3.43 |  2.79 |  2.33 |  3.67 |  3.49 |  3.19 |  2.75 |  1.80 |  4.41 |  2.33 |  2.46 |  4.23 |  4.08 |
|         5 |  1.84 |  2.63 |  1.76 |  2.21 |  3.19 |  2.31 |  2.87 |  2.03 |  2.74 |  2.09 |  1.34 |  1.17 |  3.47 |  2.24 |  1.22 |  2.85 |  2.17 |  2.26 |  3.34 |  1.85 |  2.22 |  2.51 |  2.39 |  2.75 |  1.22 |  3.48 |  3.00 |  2.60 |  1.40 |  0.88 |  3.34 |  2.39 |  2.23 |  2.53 |  0.78 |  3.91 |  0.96 |  2.27 |  3.62 |  3.77 |
|         6 |  2.22 |  3.24 |  3.02 |  2.79 |  2.59 |  2.22 |  2.97 |  2.10 |  2.54 |  1.85 |  1.03 |  1.24 |  3.54 |  1.91 |  1.69 |  2.91 |  2.86 |  1.77 |  3.06 |  1.65 |  3.50 |  2.32 |  2.46 |  3.04 |  0.88 |  2.75 |  3.32 |  2.16 |  2.17 |  1.88 |  2.46 |  1.91 |  2.26 |  2.62 |  2.86 |  3.23 |  0.36 |  2.02 |  3.09 |  3.10 |
|         7 |  1.53 |  2.12 |  1.01 |  2.65 |  2.41 |  1.76 |  1.88 |  2.00 |  2.00 |  1.05 |  1.92 |  1.16 |  1.79 |  2.92 |  0.95 |  1.58 |  2.16 |  1.30 |  2.03 |  0.04 |  2.34 |  2.84 |  1.34 |  2.93 |  0.41 |  1.45 |  0.75 |  1.18 |  1.78 |  2.57 |  1.68 |  1.21 |  0.76 |  0.80 |  2.15 |  3.19 |  0.92 |  0.46 |  2.46 |  2.20 |
|         8 |  0.94 |  1.16 |  1.27 |  0.91 |  1.29 |  0.99 |  0.55 |  1.25 |  0.50 |  1.45 |  0.34 |  0.66 |  1.43 |  2.03 |  0.70 |  0.33 |  0.85 |  0.73 |  0.41 |  0.77 |  0.84 |  1.63 |  1.19 |  0.98 |  1.84 |  1.20 |  1.69 |  0.93 |  2.14 |  2.07 |  1.61 |  0.74 |  2.34 |  1.55 |  0.34 |  1.65 |  2.02 |  0.82 |  0.95 |  1.27 |
|         9 |  1.78 |  2.48 |  3.10 |  1.32 |  2.67 |  1.25 |  2.03 |  2.79 |  1.64 |  2.53 |  2.02 |  2.65 |  2.60 |  2.96 |  1.97 |  2.91 |  1.31 |  2.48 |  0.32 |  0.78 |  1.25 |  1.89 |  3.09 |  2.01 |  3.06 |  1.44 |  1.55 |  0.32 |  1.81 |  2.55 |  1.23 |  1.68 |  3.63 |  1.77 |  1.46 |  1.79 |  3.19 |  0.92 |  3.16 |  1.44 |
|        10 |  0.99 |  6.26 |  4.53 |  4.89 |  5.56 |  4.19 |  8.07 |  8.25 |  5.48 |  2.61 |  0.33 |  2.31 |  6.15 |  6.64 |  0.96 |  6.94 |  5.33 |  3.93 |  1.98 |  1.02 |  3.10 |  3.44 |  7.60 |  4.92 |  1.40 |  2.30 |  3.66 |  1.74 |  1.98 |  5.78 |  6.08 |  0.56 |  4.38 |  3.92 |  0.42 |  4.40 |  1.98 |  4.29 |  4.71 |  4.21 |
|        11 |  1.95 |  9.97 |  5.32 |  5.58 |  9.40 |  8.17 |  9.01 |  9.33 |  6.35 |  5.85 |  4.29 |  1.31 |  6.31 |  9.83 |  4.80 |  6.31 |  7.56 |  5.37 |  4.32 |  4.00 |  5.99 |  5.06 | 11.19 |  8.35 |  3.86 |  4.65 |  6.94 |  4.54 |  6.42 |  9.24 |  7.45 |  2.45 |  5.73 |  5.98 |  3.66 |  6.96 |  5.59 |  6.90 |  7.41 |  7.62 |
|        12 |  4.19 |  9.29 |  8.73 |  7.18 |  8.36 |  5.85 |  7.91 |  7.20 |  6.29 |  7.10 |  6.77 |  6.52 |  7.41 | 11.81 |  5.05 |  7.06 |  7.83 |  7.14 |  5.00 |  5.11 |  7.58 |  5.70 | 12.71 |  6.46 |  7.64 |  6.29 |  8.41 | 10.57 |  7.88 |  9.59 |  5.97 |  5.63 |  5.08 |  6.18 |  5.69 |  7.62 |  6.02 |  8.01 |  8.39 |  9.97 |
|        13 |  4.98 | 11.31 |  9.83 |  6.78 |  8.33 |  4.78 |  8.46 |  6.65 |  7.75 | 10.18 |  7.43 |  8.44 |  9.66 | 12.46 |  4.20 |  8.15 | 12.21 |  6.85 |  7.22 |  5.89 |  7.20 |  4.71 | 10.97 |  7.46 |  5.65 |  6.66 |  7.47 |  6.43 |  6.76 | 10.04 |  5.28 |  7.73 |  5.44 |  6.23 |  5.93 |  5.92 |  8.07 | 10.81 |  7.61 |  6.01 |
