# variable: Total Cloud Cover
# units: percent
# 
| fcst_hour |      1 |      2 |      3 |      4 |      5 |      6 |      7 |      8 |      9 |     10 |     11 |     12 |     13 |     14 |     15 |     16 |     17 |     18 |     19 |     20 |     21 |     22 |     23 |     24 |     25 |     26 |     27 |     28 |     29 |     30 |     31 |     32 |     33 |     34 |     35 |     36 |     37 |     38 |     39 |     40 |
|         0 |  77.90 |  57.10 |  62.73 |  72.55 |  69.32 |      0 |  41.66 |  50.30 |  75.69 |  72.28 |      0 |  32.00 |  73.81 |  68.55 |  63.18 |  69.16 |  69.29 |  59.88 |  62.50 |  83.96 |  57.59 |  64.17 |  44.32 |  82.73 |  69.25 |  77.63 |  74.69 |  63.42 |  82.54 |  66.07 |  60.90 |  74.51 |  41.36 |  82.93 |  79.56 |  82.96 |  55.16 |  60.50 |  88.29 |  69.88 |
|         1 |  73.83 |  56.52 |  58.80 |  80.93 |  70.66 |  65.44 |  70.67 |  48.01 |  65.49 |  76.20 |  80.32 |  23.26 |  89.59 |  69.90 |  58.93 |  73.11 |  82.65 |  50.49 |  63.88 |  80.55 |  71.29 |  71.36 |  54.13 |  54.83 |  68.75 |  92.21 |  84.21 |  78.62 |  69.22 |  59.91 |  61.04 |  90.12 |  36.30 |  89.30 |  79.46 |  91.50 |  58.13 |  70.20 |  89.83 |  68.62 |
|         2 |  67.07 |  65.97 |  46.41 |  90.39 |  68.14 |  53.69 |  84.09 |  50.91 |  62.29 |  80.22 |  89.99 |  16.61 |  86.52 |  69.05 |  64.20 |  77.96 |  75.93 |  81.24 |  85.74 |  80.99 |  78.19 |  89.44 |  65.26 |  92.36 |  76.88 |  93.78 |  74.64 |  86.21 |  71.49 |  61.60 | 100.00 |  91.57 |  26.08 |  94.48 |  81.65 |  97.04 |  73.90 |  83.10 |  78.67 |  66.41 |
|         3 |  62.70 |  79.71 |  29.79 |  86.98 |  67.54 |  64.71 |  95.95 |  56.59 |  76.51 |  82.65 | 100.00 |   3.78 |  89.78 |  69.66 |  70.40 |  85.54 |  82.63 |  78.65 | 100.00 |  78.06 |  77.15 |  90.46 |  58.69 | 100.00 |  83.81 |  91.47 |  63.72 |  90.64 |  76.33 |  65.42 | 100.00 |  92.71 |      0 |  92.63 |  83.24 |  95.78 |  80.05 |  74.78 |  67.76 |  72.52 |
|         4 |  73.84 |  81.77 |  77.34 |  83.62 |  71.88 |  64.09 | 100.00 |  78.97 | 100.00 |  75.74 | 100.00 |  10.04 |  92.76 |  68.27 |  74.73 |  87.98 |  81.51 |  79.60 | 100.00 |  82.21 | 100.00 |  80.97 |  60.45 |  82.04 |  81.20 |  88.11 |  70.67 |  89.90 |  89.69 |  68.07 | 100.00 |  91.41 |   6.48 |  90.37 |  77.43 |  93.13 |  79.79 |  72.78 |  92.44 |  83.68 |
|         5 |  93.79 |  73.30 |  58.20 |  84.52 |  77.34 |  70.22 | 100.00 |  83.62 | 100.00 |  76.98 | 100.00 |  64.04 |  92.38 |  63.46 |  76.58 |  89.89 |  79.40 |  79.32 | 100.00 |  58.98 | 100.00 |  78.77 |  57.36 | 100.00 |  71.70 |  85.23 |  72.75 |  87.85 | 100.00 |  74.06 | 100.00 |  90.40 |  45.24 |  90.78 |  86.03 |  90.36 |  84.63 |  71.00 |  93.33 |  81.59 |
|         6 | 100.00 |  80.16 |  77.71 |  83.61 |  91.44 |  79.04 | 100.00 |  96.25 | 100.00 |  74.55 | 100.00 |  61.33 |  95.51 |  63.77 |  75.07 |  88.70 |  72.26 |  84.70 |  91.76 |  63.72 | 100.00 |  72.43 |  72.13 | 100.00 |  72.73 |  86.65 |  85.75 |  86.70 | 100.00 |  74.69 |  81.86 |  92.47 |  69.22 |  92.94 |  94.35 |  87.09 |  80.02 |  72.08 |  96.93 |  80.87 |
|         7 |  74.42 |  61.17 |  38.04 |  76.44 |  81.27 |  68.37 |  59.34 |  92.28 | 100.00 |  58.17 |  25.64 |  32.43 |  79.59 |  62.23 |  72.81 |  78.66 |  42.39 |  84.73 |  76.02 |  73.83 |  85.79 |  42.52 |  54.24 |  91.36 |  59.66 |  58.19 |  78.22 |  67.05 |  96.13 |  72.38 |  69.18 |  77.57 |  52.86 |  92.53 |  87.26 |  80.09 |  53.53 |  64.86 |  80.70 |  64.92 |
|         8 |  52.66 |  54.07 |  30.46 |  46.98 |  57.87 |  22.95 |  32.79 |  90.49 |  66.63 |  52.38 |  24.18 |  34.30 |  69.79 |  82.51 |  68.25 |  70.45 |  46.20 |  61.29 |  88.89 |  71.49 |  49.33 |  45.29 |  34.53 |  68.53 |  56.29 |  55.20 |  72.28 |  65.96 |  77.02 |  65.25 |  71.12 |  73.07 |  44.66 |  92.95 |  80.25 |  78.07 |  35.56 |  43.17 |  70.95 |  47.48 |
|         9 |  32.07 |  39.55 |  50.02 |  27.96 |  58.55 |  40.39 |  35.41 |  88.56 |  31.96 |  75.13 |  10.85 |  33.34 |  52.44 |  75.20 |  68.06 |  63.22 |  38.27 |  48.38 |  72.73 |  65.94 |   4.34 |  46.93 |  26.14 |  25.92 |  60.94 |  32.29 |  70.09 |  59.83 |  40.20 |  66.79 |  84.05 |  71.53 |  30.58 |  89.30 |  85.47 |  73.08 |  13.06 |  19.85 |  56.64 |  46.64 |
|        10 |  61.45 |  58.18 |  63.78 |  21.64 |  65.96 |  58.50 |  55.41 |  82.56 |  50.14 |  53.57 |   2.64 |  47.61 |  46.82 |  66.46 |  49.39 |  69.01 |  54.12 |  39.47 |  72.82 |  62.20 |  48.85 |  55.73 |  62.11 |  40.12 |  48.23 |  55.51 |  37.64 |  45.89 |  49.02 |  63.48 |  92.84 |  50.90 |  49.88 |  58.47 |  85.15 |  65.19 |  27.17 |  54.71 |  42.22 |  61.93 |
|        11 |  54.01 |  59.58 |  53.66 |  50.78 |  54.98 |  54.03 |  67.16 |  59.68 |  51.41 |  66.83 |  54.29 |  45.99 |  51.50 |  62.03 |  70.05 |  72.57 |  51.89 |  75.52 |  56.18 |  94.17 |  56.41 |  48.35 |  60.18 |  51.11 |  42.27 |  49.51 |  39.73 |  32.72 |  59.59 |  74.59 |  64.12 |  27.88 |  48.57 |  51.22 |  69.38 |  62.58 |  68.48 |  47.03 |  18.08 |  66.47 |
|        12 |  48.39 |  49.32 |  51.34 |  70.84 |  58.15 |  55.08 |  55.89 |  42.59 |  64.34 |  51.51 |  32.05 |  36.60 |  49.78 |  86.49 |  49.71 |  69.44 |  55.56 |  64.43 |  44.69 |  53.53 |  66.76 |  30.68 |  66.79 |  51.91 |  39.40 |  50.37 |  34.74 |  32.52 |  60.07 |  88.89 |  94.12 |  30.98 |  45.21 |  44.88 |  67.74 |  48.52 |  60.68 |  30.79 |  33.99 |  55.37 |
