# variable: Wind Gust at 10m, Maximum of Time Interval before fcst_hour
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |    32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         1 | 10.94 | 13.42 | 11.20 | 12.35 | 11.23 |  7.85 | 11.35 |  8.23 | 13.08 | 16.75 |  9.76 | 11.51 | 12.80 | 12.00 |  9.54 | 13.38 | 12.23 | 11.86 | 12.10 | 12.23 | 10.31 | 13.34 |  8.22 | 12.44 | 12.94 | 13.62 | 11.20 |  8.53 |  8.03 | 14.93 | 13.77 | 12.28 | 11.01 | 11.31 | 12.70 | 11.11 | 11.46 |  8.43 | 12.55 | 15.83 |
|         2 |  9.82 | 10.68 |  9.20 | 10.73 |  8.91 |  5.05 | 10.68 |  6.15 | 11.55 | 17.12 |  8.63 | 12.44 | 10.28 | 10.15 |  7.85 | 18.13 | 10.16 | 10.24 |  8.75 | 10.20 |  7.97 | 10.61 |  6.62 | 13.28 | 11.38 | 12.38 |  7.40 |  7.25 |  5.65 | 12.80 | 15.35 | 11.90 |  8.58 |  9.57 |  9.82 |  7.90 |  9.23 |  6.36 |  9.83 | 12.24 |
|         3 |  8.17 |  8.64 |  7.08 |  9.52 |  7.16 | 13.52 |  8.82 |  4.53 |  9.86 | 14.88 |  6.70 | 12.99 |  8.73 |  9.20 | 14.36 |  6.40 |  9.03 | 13.58 |  6.80 |  9.25 |  6.47 | 10.90 |  5.49 | 12.63 | 10.28 | 11.13 |  4.99 |  7.41 |  4.46 | 10.79 | 14.78 | 10.35 |  6.26 |  7.90 |  8.94 |  5.61 | 10.06 |  5.84 | 16.56 |  8.18 |
|         4 |  8.17 |  7.06 |  4.98 |  7.41 |  5.68 | 12.54 |  7.30 |  2.83 |  7.88 |  9.71 |  4.57 | 11.71 |  7.71 |  7.71 |  4.97 |  3.08 |  7.79 | 13.66 |  6.02 |  7.90 |  4.47 |  7.33 |  5.71 |  5.35 |  9.23 | 10.74 |  1.00 |  5.82 |  3.22 |  8.03 | 10.75 |  7.54 |  4.02 |  4.87 |  8.28 |  3.77 |  5.38 |  4.05 | 13.15 |  5.10 |
|         5 |  7.49 |  6.04 | 14.09 |  5.59 |  4.48 | 11.45 |  6.50 |  2.86 |  7.00 |  7.27 |  1.61 |  7.98 | 10.03 |  7.88 | 10.53 |  3.49 |  5.07 | 12.35 |  5.82 |  6.86 |  3.37 |  7.15 |  7.37 |  3.57 |  8.93 | 10.78 |  0.98 |  5.45 |  7.76 |  6.79 |  8.76 |  7.87 |  3.80 |  4.12 |  5.87 |  3.34 |  2.88 |  3.48 |  8.22 |  3.48 |
|         6 |  5.97 |  7.11 | 14.46 |  5.27 |  4.45 |  1.36 |  8.11 |  4.76 |  8.68 |  6.26 |  3.11 |  4.92 | 11.10 |  7.87 |  5.54 |  3.65 |  5.66 |  6.58 |  5.78 |  3.20 |  2.46 |  7.62 |  4.87 |  2.56 |  9.37 | 10.07 |  3.18 |  5.61 |  8.54 |  7.31 |  6.38 |  9.17 |  5.60 |  4.31 |  5.41 |  4.22 |  5.60 |  4.40 |  4.56 |  2.81 |
|         7 |  6.15 |  7.65 | 12.63 |  4.92 |  4.82 |  4.32 |  3.02 |  6.34 | 10.48 |  7.48 |  8.47 |  4.94 | 10.80 |  7.58 |  4.08 |  6.08 |  7.77 |  4.18 |  5.02 |  3.43 |  4.15 |  9.90 |  3.15 |  5.49 |  6.94 |  8.10 |  5.84 |  4.82 |  6.54 |  9.23 |  8.25 |  9.15 |  6.49 |  4.90 |  4.57 |  6.40 |  9.75 |  6.26 |  8.05 |  4.46 |
|         8 |  8.05 |  9.50 |  8.26 |  4.91 |  4.89 |  7.77 |  3.25 |  6.84 | 11.28 |  7.97 |  8.67 |  6.84 |  8.31 |  6.49 |  5.59 |  8.14 |  8.41 |  6.72 |  6.59 |  6.38 |  6.39 | 10.17 |  4.06 |  7.90 |  5.75 |  6.02 |  7.91 |  7.86 |  4.05 |  9.26 |  8.83 |  7.22 |  7.44 | 11.81 |  5.32 |  6.65 | 10.34 |  6.64 |  8.82 |  5.66 |
|         9 | 13.21 |  9.00 |  7.39 |  5.08 |  5.56 |  6.67 |  3.90 |  6.86 | 10.68 | 12.29 |  7.30 |  8.81 | 12.18 |  6.01 |  4.45 |  9.75 | 12.27 | 13.54 | 11.99 |  9.98 |  9.87 | 11.67 |  5.85 | 14.18 |  7.63 |  9.41 | 10.70 |  8.97 |  4.05 |  7.68 | 10.88 |  6.92 |  7.39 | 16.67 |  7.57 |  8.36 | 10.22 |  8.10 | 12.02 |  7.13 |
|        10 | 24.23 | 15.32 | 10.75 |  7.12 |  9.74 |  5.05 |  6.96 | 12.45 |  8.52 | 15.78 | 10.21 | 17.09 | 20.66 |  9.02 |  7.80 | 13.07 | 18.08 | 18.29 | 21.75 | 16.10 | 17.65 | 12.94 | 14.67 | 17.86 | 13.09 | 16.45 | 18.19 |  8.20 | 10.67 | 10.31 | 16.42 | 10.46 | 11.91 | 17.34 | 15.96 | 10.97 | 11.29 | 15.11 | 16.24 | 12.30 |
