# variable: Wind Gust at 10m, Maximum of Time Interval before fcst_hour
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |    32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         1 |  3.23 |  2.48 |  2.44 |  2.46 |  1.73 |  4.45 |  3.08 |  0.94 |  2.57 |  3.85 |  3.07 |  2.75 |  2.78 |  3.39 |  2.07 |  2.63 |  2.16 |  1.43 |  1.07 |  2.89 |  2.80 |  2.52 |  4.55 |  2.02 |  1.51 |  1.77 |  1.40 |  1.92 |  1.21 |  2.95 |  1.70 |  1.89 |  1.32 |  3.82 |  2.80 |  4.64 |  2.79 |  2.78 |  2.25 |  4.19 |
|         2 |  4.99 |  2.13 |  4.44 |  4.04 |  3.68 |  5.28 |  4.58 |  2.95 |  4.73 |  4.82 |  4.63 |  5.57 |  5.30 |  5.62 |  4.21 |  3.11 |  3.98 |  2.81 |  2.79 |  2.92 |  4.69 |  3.43 |  5.23 |  4.29 |  3.36 |  1.89 |  3.10 |  4.54 |  2.06 |  2.23 |  3.90 |  2.70 |  3.53 |  4.11 |  5.33 |  7.23 |  4.61 |  6.36 |  5.20 |  5.47 |
|         3 |  5.07 |  3.42 |  5.39 |  5.57 |  4.93 |  6.48 |  7.53 |  4.33 |  5.39 |  6.61 |  4.67 |  5.99 |  6.37 |  6.52 |  4.37 |  3.87 |  4.25 |  5.84 |  4.56 |  3.14 |  5.00 |  4.88 |  5.67 |  5.74 |  4.96 |  4.47 |  3.83 |  5.59 |  3.33 |  1.54 |  6.14 |  2.70 |  4.63 |  3.92 |  6.79 |  7.83 |  4.97 |  6.82 |  7.14 |  6.89 |
|         4 |  4.46 |  3.85 |  5.40 |  6.69 |  5.97 |  8.54 |  7.72 |  4.48 |  5.60 |  6.78 |  4.32 |  5.72 |  6.57 |  9.14 |  4.40 |  5.75 |  3.87 |  5.81 |  5.55 |  4.08 |  4.59 |  5.36 |  6.45 |  5.85 |  6.03 |  4.49 |  3.80 |  5.62 |  4.44 |  2.69 |  6.09 |  2.09 |  4.59 |  4.08 |  7.22 |  7.73 |  4.84 |  6.67 |  6.81 |  8.73 |
|         5 |  4.34 |  2.78 |  5.75 |  7.76 |  8.23 |  9.74 |  6.79 |  4.85 |  8.05 |  8.46 |  4.77 |  8.62 |  6.64 |  9.13 |  6.41 |  6.75 |  3.61 |  5.03 |  5.45 |  3.79 |  5.48 |  4.35 |  7.67 |  6.56 |  5.73 |  4.63 |  5.60 |  4.39 |  4.07 |  3.03 |  6.18 |  3.32 |  4.45 |  4.75 |  7.95 |  7.74 |  5.64 |  7.98 |  8.62 |  9.88 |
|         6 |  6.80 |  4.08 |  9.20 |  9.73 |  9.47 | 10.64 |  8.95 |  6.00 |  9.62 | 11.77 |  6.44 |  9.95 |  7.33 |  9.56 |  8.27 |  8.55 |  5.07 |  6.33 |  6.19 |  5.84 |  7.43 |  6.89 |  8.86 |  7.84 |  6.83 |  6.59 |  8.46 |  5.79 |  5.70 |  6.31 |  8.75 |  5.62 |  8.27 |  7.50 |  9.73 |  8.93 |  7.12 |  9.23 | 10.15 | 11.39 |
|         7 |  7.36 |  5.65 | 11.44 | 11.34 | 11.86 | 12.87 | 10.68 |  7.64 | 13.09 | 16.77 |  9.01 | 13.05 | 10.22 | 14.44 | 12.23 |  8.91 |  7.04 |  9.07 |  8.56 |  7.23 |  9.01 |  8.84 | 13.30 |  9.83 |  9.49 |  8.29 |  9.76 |  7.14 | 10.39 | 11.11 | 11.15 |  8.17 | 10.04 |  7.76 | 12.19 | 12.06 |  9.43 | 10.74 | 13.91 | 16.54 |
|         8 | 10.07 |  8.71 | 18.39 | 20.86 | 20.32 | 19.31 | 15.83 | 11.68 | 24.20 | 21.16 | 13.14 | 20.33 | 15.54 | 27.04 | 20.36 | 11.92 |  7.75 | 12.45 | 10.27 | 12.97 | 12.51 | 12.42 | 25.21 | 15.17 | 13.31 | 14.97 | 16.69 | 19.35 | 17.01 | 17.21 | 17.08 | 13.08 | 19.93 | 17.62 | 17.14 | 20.10 | 13.89 | 22.40 | 21.64 | 28.71 |
|         9 | 23.79 | 17.94 | 26.02 | 34.27 | 32.04 | 24.89 | 25.47 | 14.99 | 24.30 | 24.72 | 25.53 | 21.38 | 29.27 | 33.91 | 32.42 | 19.61 | 10.46 | 21.17 | 19.53 | 27.78 | 17.83 | 22.47 | 29.81 | 25.56 | 22.48 | 26.96 | 24.30 | 29.66 | 26.31 | 26.02 | 27.84 | 27.97 | 32.58 | 27.28 | 21.64 | 26.56 | 23.31 | 33.35 | 33.36 | 32.67 |
|        10 | 33.48 | 31.54 | 33.44 | 36.99 | 36.89 | 31.89 | 34.36 | 17.52 | 28.50 | 20.86 | 25.92 | 15.76 | 36.10 | 36.68 | 37.20 | 32.06 | 23.01 | 30.04 | 27.07 | 37.20 | 29.75 | 31.02 | 22.01 | 34.09 | 30.59 | 33.43 | 25.48 | 27.56 | 36.40 | 34.39 | 37.77 | 35.36 | 35.30 | 25.47 | 22.59 | 25.50 | 26.70 | 31.62 | 34.75 | 34.45 |
