# variable: Momentary Wind Speed at 10m
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |   32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         0 |  7.36 |  7.89 |  6.50 |  4.94 |  8.82 |  6.77 |  8.09 |  6.46 |  4.44 |  8.51 |  7.17 |  6.73 |  6.17 |  8.37 |  5.34 |  6.02 |  6.73 |  4.80 |  6.31 |  7.68 |  5.64 |  6.95 |  8.32 |  4.88 |  5.51 |  6.02 |  6.43 |  7.87 |  6.09 |  8.18 |  6.77 | 3.76 |  7.10 |  6.55 |  5.27 |  6.87 |  5.77 |  7.28 |  6.76 |  6.40 |
|         1 |  6.52 |  7.25 |  6.33 |  5.46 |  7.99 |  6.70 |  8.05 |  5.85 |  4.22 |  7.91 |  6.44 |  6.21 |  5.51 |  7.42 |  5.40 |  5.37 |  5.88 |  4.65 |  6.60 |  7.09 |  5.07 |  6.80 |  7.50 |  4.89 |  5.26 |  5.21 |  6.55 |  7.61 |  5.17 |  7.80 |  6.11 | 4.22 |  6.26 |  5.75 |  5.28 |  6.65 |  5.18 |  7.40 |  5.73 |  6.57 |
|         2 |  6.05 |  6.81 |  5.80 |  5.74 |  7.53 |  6.39 |  7.66 |  5.93 |  4.15 |  8.44 |  6.04 |  5.91 |  5.11 |  6.93 |  5.34 |  5.03 |  5.33 |  4.35 |  6.74 |  6.39 |  4.89 |  6.93 |  7.86 |  4.83 |  5.30 |  5.05 |  6.60 |  7.34 |  4.59 |  6.42 |  5.95 | 4.12 |  5.84 |  5.13 |  5.32 |  6.53 |  4.79 |  6.26 |  5.15 |  6.73 |
|         3 |  5.66 |  7.14 |  5.60 |  5.90 |  7.18 |  5.94 |  7.00 |  6.57 |  4.27 |  8.02 |  4.98 |  5.67 |  4.56 |  6.99 |  5.02 |  4.30 |  5.06 |  3.86 |  6.60 |  5.74 |  5.18 |  7.09 |  7.37 |  4.57 |  5.31 |  5.65 |  6.84 |  7.43 |  4.43 |  5.34 |  5.28 | 4.30 |  5.59 |  4.86 |  5.56 |  6.62 |  4.55 |  5.56 |  4.83 |  6.81 |
|         4 |  5.42 |  6.04 |  6.03 |  5.83 |  6.06 |  5.33 |  5.95 |  6.33 |  4.18 |  5.90 |  2.57 |  6.00 |  2.19 |  7.04 |  5.38 |  3.92 |  3.95 |  3.74 |  5.12 |  4.13 |  4.49 |  7.11 |  5.58 |  4.35 |  5.57 |  4.99 |  7.39 |  7.27 |  4.37 |  4.18 |  4.69 | 4.42 |  5.42 |  3.82 |  5.94 |  6.13 |  3.91 |  5.32 |  4.28 |  7.33 |
|         5 |  5.11 |  4.52 |  6.25 |  4.64 |  4.84 |  3.19 |  3.30 |  5.45 |  3.55 |  4.31 |  1.50 |  5.92 |  3.97 |  6.59 |  5.51 |  2.77 |  1.93 |  3.20 |  3.93 |  2.37 |  3.28 |  7.14 |  4.11 |  3.84 |  5.40 |  2.35 |  6.96 |  6.73 |  4.33 |  3.06 |  4.97 | 3.64 |  4.19 |  2.63 |  5.86 |  4.59 |  2.68 |  4.99 |  3.58 |  6.91 |
|         6 |  4.40 |  3.26 |  6.21 |  3.66 |  3.31 |  3.60 |  4.53 |  4.02 |  2.64 |  2.74 |  5.62 |  5.55 |  9.20 |  4.94 |  5.63 |  0.33 |  4.09 |  2.23 |  5.63 |  4.37 |  3.54 |  6.17 |  4.28 |  2.66 |  4.25 |  4.19 |  5.56 |  5.99 |  3.81 |  2.91 |  5.04 | 2.63 |  3.75 |  5.23 |  5.17 |  3.92 |  1.52 |  3.90 |  2.02 |  5.70 |
|         7 |  3.10 |  5.92 |  5.47 |  7.21 |  2.50 |  8.10 |  9.31 |  3.09 |  1.14 |  3.62 | 11.50 |  3.20 | 12.67 |  4.66 |  4.06 |  4.67 |  9.94 |  5.73 | 10.21 |  7.30 |  8.29 |  4.09 |  6.59 |  3.71 |  3.23 | 11.33 |  5.85 |  4.38 |  3.02 |  7.65 |  3.81 | 4.34 |  8.83 | 10.36 |  3.80 |  6.64 |  5.21 |  2.43 |  4.31 |  4.99 |
|         8 |  6.02 |  9.04 |  4.73 |  9.24 |  6.84 | 12.16 | 10.37 |  7.57 |  5.48 |  6.17 | 10.11 | 10.23 | 11.28 |  5.97 |  2.81 |  8.66 | 10.91 | 10.73 |  9.89 |  7.81 | 10.55 |  5.00 |  9.97 |  8.34 |  9.65 | 11.48 |  8.43 |  6.97 |  4.95 | 12.44 |  6.01 | 7.04 | 10.94 | 11.53 | 10.48 |  9.24 | 12.08 |  7.10 |  8.97 |  8.33 |
|         9 |  9.99 |  9.64 |  6.24 |  6.53 | 10.10 | 10.35 |  8.82 | 11.51 | 11.14 |  6.89 |  9.80 | 12.46 |  9.35 |  8.31 |  5.54 |  9.57 |  8.76 | 10.01 |  8.29 |  6.94 | 10.97 |  7.87 |  9.86 |  9.13 | 11.96 |  9.34 | 10.16 |  9.10 |  8.79 | 10.88 | 10.84 | 7.52 |  9.27 | 10.57 | 11.95 |  8.74 |  8.76 | 10.17 | 10.79 | 10.47 |
